title,year,certificate,duration,"genre",rating,"description",stars,votes
The Negotiators,2015,Not Rated,59,"Documentary",8.4,"Ron Tater Salad White dishes out his signature brand of cynicism, riffing on sex, celebrity and the sinister habits of wild geese.","[Paul McGann,Peter Drost,Duncan Brake,Morne Hardenberg]",301
"Rob Schneider: Asian Momma, Mexican Kids",2014,Not Rated,93,"Drama, Thriller",6.9,"An intimate docuseries that explores the life and career of France's rock icon through archival film and interviews.","[Afia Nathaniel,Samiya Mumtaz,Mohib Mirza,Saleha Aref,Asif Khan]",2429
Rokuhoudou Yotsuiro Biyori,2018,Not Rated,89,"Comedy",6.1,"Thomas and Thomas are going through a rough patch: they are both thirty-something actors living in Paris. They randomly decide to leave the city and fly away to Kullorsuaq, one of the most ... See full summary »","[Albert Jan van Rees,Tjitske Reidinga,Guy Clemens,Hendrikje Nieuwerf,Tarik Moree]",648
Bigger Than Africa,2018,Not Rated,102,"Biography, Drama",8.2,"A young lady, who recently lost her mother, faces the challenges of high school and her very strict step-father. Through personal growth, and an amazing dedication to dance, she learns to find the peace and happiness of family.","[Putrama Tuta,Daniel Mananta,Kin Wah Chew,Eric Febrian,Denny Sumargo]",4326
Octonauts and the Caves of Sac Actun,2021,TV-14,101,"Comedy, Drama, Romance",6.3,"The first kiss of a transgender teenager.","[Bagus Bramanti,Charles Gozali,Bhisma Mulia,Denira Wiraguna,Fransisca Saraswati Puspa Dewi,Asri Welas]",200
Dance 100,2018-2019,TV-Y7,8,"Animation, Adventure, Comedy",6.5,"Meet Nate - your stereotypical masculine man just trying to be better.","[Eddy Lee,Erica Schroeder,Tom Wayland]",431
Under Suspicion: Uncovering the Wesphael Case,1966,Not Rated,95,"Romance, Western",6,"On March 19th 2010, the Mexican government announced the death of two hitmen, armed to the teeth, in the city of Monterrey, Nuevo León. Days later, it was discovered that they were in fact ... See full summary »","[Alberto De Martino,Glenn Saxson,Evelyn Stewart,Fernando Sancho,Nando Gazzolo]",508
Untitled Scott Pilgrim anime series,2016,Not Rated,86,"Horror",4.8,"A man named Jacques Mornard arrives in Mexico in 1940, claiming to be a Belgian who is fleeing the war in Europe to join his girlfriend, one of refugee Leon Trotsky's secretaries. But ... See full summary »","[Nirpal Bhogal,Antonia Thomas,Luke Norris,Thea Petrie,Eileen Davies]",1928
Dinotrux Supercharged,2019,Not Rated,72,"Comedy",7.1,"A glorious weekend in the waning days of summer. The protagonist, Rosa, is a guardian of the lakes in the magical hinterland north of Berlin and a professional fisher. Her lover Kirsten ... See full summary »","[Nishant Nayak,Amit Tandon]",260
Mariposa,1975,Not Rated,129,"Action, Thriller",5.7,"On India's Independence Day, a zany mishap in a Mumbai chawl disrupts a young love story while compelling the residents to unite in aid of a little boy.","[A. Salaam,Shashi Kapoor,Sulakshana Pandit,Mehmood,Sudhir]",75
Merry Men 2,2018,Not Rated,45,"Comedy, Drama, Family",6.8,"An ambitious historian unmasks the worlds greatest spy, setting in motion the very events that lead to the spy's mysterious death.","[Joseph Zeng,Qian Sun,Xiao-Yu Lu,Hu Yong Tao]",173
Lara and the Beat,2016,Not Rated,92,"Documentary, Drama, History",7.3,"As each member of the Holloway family works to solve their problems, they prepare for Mopelola's party, which will clearly become the year's biggest society event. But the buzz about the ... See full summary »","[Kasper Collin,Lee Morgan,Helen Morgan,Wayne Shorter,Larry Reni Thomas]",1838
Rhyme Time Town,2019,Not Rated,60,"Comedy",7.6,"Four sets of bakers compete in Christmas themed baking challenges. First round is cupcakes, second round confections, and final round cakes. After each challenge one group is eliminated and the winner of the final challenge gets $10,000.","[Ryan Polito,Nate Bargatze]",1896
Amy Schumer: Growing,2021,TV-MA,99,"Action, Comedy, Crime",4.4,"Benjamin lives alone, with his family living in America pressuring him to move there with him. He learns his old neighbor and childhood friend, Jimson, is moving back home to spend Enhanced... See full summary »","[Julien Hollande,Dana Abed,Hedi Bouchenafa,Julien Courbey,Vincent Desagnat]",651
Towies,2021,Not Rated,153,"Comedy, Drama",7,"When their latest work is buffed by a rival crew, two determined graffiti writers embark on an elaborate plan to bomb the ultimate location: the New York Mets' Home Run Apple.","[Halitha Shameem,Manikandan K.,Madhumathi,Samuthirakani,Deepa Shankar]",694
"Hello, Privilege. It's Me, Chelsea",2004,Not Rated,90,"Comedy",4.1,"LEGO City presents the fastest and explosive stories EVER!","[Kennedy Goldsby,Glenn Plummer,Anthony Johnson,Clifton Powell,Crystal Dawne]",71
Izetta: The Last Witch,2020,Not Rated,110,"Animation",5.9,"A group of young robbers, specializing in robbing shopping center security guards, are raging through out Gothenburg.","[Malik Nejer,Shahad Alahmari,Yousef Aldakheel,Lama Alfard,Ibraheem Alkhairallah]",2298
Vaastu Shastra,2018,Not Rated,44,"Short, Comedy",6.3,"When given the chance at a fresh-start, a grieving young man and his coked-up stepbrother must confront a local mafia kingpin and perhaps something even more dangerous - their past.","[Rodrigo Van Der Put,Fábio Porchat,Gregório Duvivier,Antonio Tabet,Pedro Benevides]",2324
Elite Short Stories: Phillipe Caye Felipe,2018,Not Rated,40,"Documentary",6.7,"The film follows seven wine-making families in the Burgundy region of France through the course of a full year, and delves into the cultural and creative process of making wine, as well as ... See full summary »","[Shantee G.,Alex R.,Velma S.]",434
Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,2018,Not Rated,11,"Animation, Family",7.9,"A car mechanic fights to survive an invasion of the living dead while holding onto the hope that he'll be reunited with the woman he loves.","[David Gasman,Kaycie Chase,Tom Morton]",31
Tony Parker: The Final Shot,2015,PG-13,96,"Documentary, Music",7.7,"Swept up in political unrest during World War I, two sisters in St. Petersburg cope with turbulent romances as Russian history is made around them.","[Morgan Neville,Yo-Yo Ma,Kinan Azmeh,Kayhan Kalhor,Cristina Pato]",731
Supermodel,2017,Not Rated,91,"Documentary, Sport",6.7,"A single mother who is a renowned hired killer finds it difficult to achieve a balance between her personal and work life.","[Jay Bulger,Oscar De La Hoya,David Diamante,Bernard Hopkins,Sugar Ray Leonard]",925
My Husband Oh Jak-doo,2021,TV-PG,97,"Comedy, Family, Fantasy",5.6,"Writer/actress/comedienne Chelsea Peretti presents a re-imagining of the hour-long special.","[Ruben Vandenborre,Jan Decleir,Mo Bakker,Bracha van Doesburgh,Renée Soutendijk]",261
Jim Jefferies: Freedumb,2009,PG-13,90,"Comedy",4.4,"Nosferatu, approaching his hundredth birthday, travels to sites used in the film, meets with experts, tells us about his fathers (the men who created the film), and reflects on changes in European society and culture since 1922.","[Lance Kawas,Nicholas Turturro,Talia Shire,Gary Valentine,Michael Rapaport]",138
Guillermo Villas: Settling the Score,2019,Not Rated,106,"Drama",6.6,"A story of two completely different lawyers. Go Tae Rim is a lawyer with a 100 percent success rate who knows how to play with the law, and Seo Jae In is a rookie lawyer who believes in the law and justice.","[Yosep Anggi Noen,Gunawan Maryanto,Ecky Lamoh,Yudi Ahmad Tajudin,Alex Suhendra]",123
"Sing, Dance, Act: Kabuki featuring Toma Ikuta",2015,Not Rated,88,"Drama, Romance",6.1,"After the death of his father, Aman decided to become an illegal e-hailing driver. By driving, Aman tries to understand life in Kuala Lumpur.","[Matías Bize,Elena Anaya,Benjamín Vicuña,Néstor Cantillana,Sergio Hernández]",761
Creating the Queen's Gambit,2017,TV-PG,92,"Action, Adventure, Drama",4.6,"The Octonauts embark on an underwater adventure, navigating a set of challenging caves to help a small octopus friend return home to the Caribbean Sea.","[Kenzô Maihara,Amandha Wyanto,Abio Abie,Adhitya Alkatiri,Stella Cornelia,Rayhan Febrian]",71
What are the Odds?,2017,Not Rated,122,"Comedy",6.3,"Follows a street dance competition designed to find the next superstar choreographer. The contestants must create a choreograph and then perform it using 100 of the world's best dancers.","[Ahmed El Gendy,Mohamed Mamdouh,Mohammed Tharwat,Akram Hosny,Husain Abu-Haggag]",1371
Eyyvah Eyvah,2018,Not Rated,24,"Animation",5.7,"The plot is under wraps.","[Patricia Duran,Christine M. Auten,John Gremillion,David Matranga]",114
The Karma Killings,2016-2018,Not Rated,47,"Documentary, Crime",5.6,"In this new season of dinotrux Ty and the others meet new friends as well as face new challenges both normal and supercharged.","[Mark Williams-Thomas,Rick Warden,Tanya Winsor,Frances Millar]",1720
Hangout,2019,TV-MA,61,"Comedy",7.4,"Iqbal (Angga Yunanda) is like a Mariposa butterfly to Acha (Adhisty Zara). Each time someone approach, he always runs away. Acha is determined to win Iqbal, a man known to be handsome, smart, yet cold.","[Neal Brennan,Jonathan Chacko,Seth Meyers]",2639
Searching for Sheela,2019,Not Rated,28,"Comedy, Family",5.8,"Things have changed for the charming foursome, the Merry Men. They've hung the boots on robbing the rich to give to the poor and focus squarely on running their businesses. AYO ALESINLOYE, ... See full synopsis »","[Robbie Countryman,Tia Mowry-Hardrict,Anthony Alabi,Talia Jackson,Isaiah Russell-Bailey]",229
Springsteen on Broadway,2022,TV-14,45,"Drama, Fantasy, Sci-Fi",3.6,"Lara and the Beat is a coming of age movie about the young and beautiful Giwa sisters caught in the center of a financial scandal with their late parents' Media Empire. The sisters are ... See full summary »","[Tony Kgoroge,Bonko Khoza,Sthandile Nkosi,Nomalanga Nkosi]",229
The Last Mrs. Parrish,2018,Not Rated,63,"Comedy",6.5,"Two best friends find fun and adventure while living in Rhyme Time Town, a fantastical place filled with beloved nursery rhyme characters.","[Tom Forrest,Ron White]",859
Devil's Bride,2019,Not Rated,46,"Comedy",4.8,"A fictional Castillian village but located in Basque Country tries become part of Switzerland after a surprising discovery.","[Rodrigo Van Der Put,Gregório Duvivier,Fábio Porchat,Antonio Tabet,Evelyn Castro]",3419
James,2016,Not Rated,98,"Comedy, Drama",6.3,"Amy Schumer's live stand-up set performed in Chicago where she jokes about marriage, pregnancy and personal growth.","[Sébastien Betbeder,Thomas Blanchard,Thomas Scimeca,François Chattot,Ole Eliassen]",1353
Nobuta wo produce,2015,Not Rated,108,"Family",5.6,"An Australian towing company's staff take on all types of automotive problems, and sometimes non-automotive problems, to keep Queensland's streets clear and infrastructure functioning..","[Mark Cartier,Todd Cahoon,Sarah Frangenberg,Shane Harper,Jonny Jay]",676
Jeff Foxworthy: The Good Old Days,2019,Not Rated,87,"Animation, Comedy, Drama",6.9,"Chelsea Handler explores explores how white privilege impacts American culture and the ways it's benefited her life and career.","[Gil Baroni,Anna Celestino Mota,Emmanuel Rosset,Thaís Schier,Surya Amitrano]",556
The Bellhop,2020,TV-MA,59,"Comedy",6.5,"A film school graduate is interested in making a movie about his girlfriend's uncle, who claims that he can see his long-dead daughter.","[Phil Burgers,Natalie Palamides]",375
The Unbelievers,2018,Not Rated,105,"Documentary, Crime, Thriller",7.9,"In 1939 C.E., the imperialist nation of Germania invaded a neighboring country. All at once, that war spread throughout Europe, and the era was dragged into a spiral of a great war. Then, ... See full summary »",[Alberto Saúl Arnaut Estrada],664
"Trailer Park Boys: Drunk, High & Unemployed",2016,Not Rated,125,"Drama, History, Thriller",6.6,"Jhilmil and Virag move to their new house with son Rohan and Jhilmil's younger sister Radhika. There is an old tree outside the house. The tree and the house are haunted by the dead.","[Antonio Chavarrías,Alfonso Herrera,Hannah Murray,Henry Goodman,Julian Sands]",823
Pandora's Promise,2012,Not Rated,85,"Drama",5.6,"On an observatory set high on a mountain, astronomers make a stunning discovery somewhere out in the galaxy. A flying object in the depths of the cosmos is showing signs of life, emitting an intelligent signal. The UFO has just landed on Earth somewhere in the midst of a rainforest. Margot, the enthusiastic young woman heading up the research team, decides to go to the spot and check out this ... See full summary »","[Zoltan Paul,Nele Rosetz,Therese Hämer,Lea Draeger,Constanze Wächter]",248
Living Will...,2019,Not Rated,124,"Drama",5.8,"Just as Cayetana is trying to get over her ex-boyfriend with the help of her new friend Felipe, the prince reappears in her life.","[Swapnaneel Jaykar,Abhishek Deshmukh,Mrunmayee Deshpande,Namrata Kadam,Addinath Kothare]",280
Best of Stand-up 2020,2019,Not Rated,94,"Documentary, Mystery",6.5,"Hawaiian - shirt enthusiast Gabriel Fluffy Iglesias finds laughs in racist gift baskets, Prius - driving cops and all - female taco trucks.","[Thomas Meadmore,Henry Kissinger,Muammar Gaddafi,Thomas Meadmore,Nikita Khrushchev]",1143
The World Before Her,2019,Not Rated,97,"Drama",6.5,"An undercover detective crosses paths with familiar faces in the mafia underworld during the final years of Britain's ruling of Hong Kong.","[Bolanle Austen-Peters,Gbenga Titiloye,Elvina Ibru,Osas Ighodaro,Sharon Ooja]",98
Sr. Pig,2016,Not Rated,93,"Comedy, Crime, Drama",5.3,"A dysfunctional group of wannabe survivalists hunkers in a bunker to prepare for doomsday. But will their narcissism, delusions and jealousies end up killing them off before their long-awaited dream of a global cataclysm?","[Casper Andreas,Tanner Novlan,Robby Stahl,Briana Marin,Alex McKenna]",112
Old Man's War,2012,Not Rated,81,"Comedy, Crime, Drama",6.6,"An Argentine journalist strives to prove that his countryman, Guillermo Villas, was wrongly denied the No.1 world ranking in the 1970s.","[Adam Leon,Ty Hickson,Tashiana Washington,Joshua Rivera,Zoë Lescaze]",2556
He Who Dares,2017,Not Rated,26,"Animation",5,"Five teenagers : Joke (the gang-leader), transvestite Ake, Mued the junkie, Kai the big mouth and June, insolently rob a kindergarten. During the police chase, their get-away car swerves ... See full summary »","[Marc Silk,Kate Harbour,Ben Pronsky,Ellen Dubin]",42
VeggieTales in the City,2012,Not Rated,93,"Action, Crime, Thriller",6.7,"When Sgt. First Class Brian Eisch is critically wounded in Afghanistan, it sets him and his sons on a journey of love, loss, redemption and legacy.","[Richard Holm,Jakob Eklund,Mikael Tornving,Jens Hultén,Meliz Karlge]",2165
Animals on the Loose: A You vs. Wild Movie,2017,TV-MA,73,"Crime, Drama, Thriller",3,"In the wake of his older brother's death, 13-year-old Dayveon spends the sweltering summer days roaming his rural Arkansas town. When he falls in with a local gang, he becomes drawn to the camaraderie and violence of their world.","[Michael James Regan,Michael James Regan,Tommy James Murphy,Louis Di Bianco,Stefano DiMatteo]",265
Moon Hotel Kabul,2018,Not Rated,23,"Animation, Comedy",6.2,"When London gangland boss Darius Deel discovers his new trophy-wife Nadia is having an affair, he hunts down her lover Riley and a deadly begins.","[Haruka Shiraishi,Manami Numakura,Shiori Izawa,Mao Ichimichi]",171
Miss Me This Christmas,2013,Not Rated,91,"Documentary, Drama, Family",6.9,"It's not about a, it's about the cost of genius. Take a deeper look into how Scott Frank, Anya Taylor-Joy, and the team behind The Queen's Gambit brought this acclaimed series to life.","[David Kennard,Martine Saunier]",563
Michael McIntyre: Showman,2013,R,83,"Comedy, Drama",6.3,"Follows a day in the life of a high-spirited teenager, Vivek who commits a small and clunky crime as a mark of protest, which leads to her striking an unexpected friendship with well-behaved, always saving the day, head boy, Ashwin.","[Lance Daly,Kelly Thornton,Fionnula Flanagan,Pat Shortt,Eva Birthistle]",1171
Marita,2021-2022,Not Rated,60,"Action",6.5,"Go inside La Línea, the Spanish beach town turned into Europe's drug trafficking hub, and meet the law enforcement officials determined to change that.","[Marie Iitoyo,Ryoma Takeuchi,Ayami Nakajô,Shô Kasamatsu]",115
Sustainable,2016,Not Rated,109,"Drama, Fantasy, Horror",6.4,"A clarinet player goes on a search for his real father, teaming up with an eccentric nightclub singer.","[Paul Spurrier,Wannasa Wintawong,Tanapol Kamkunkam,Asanee Suwan,Pongsanart Vinsiri]",297
Charlie and the Chocolate Factory,2014,Not Rated,74,"Comedy",6.9,"The intimate, final performance of Bruce Springsteen's 236-show run at Jujamcyn's Walter Kerr Theatre on Broadway.","[Lance Bangs,Chelsea Peretti,Brendon Walsh,John Howard Swain,Esther Povitsky]",2398
Ms. Pat: Y'all Wanna Hear Something Crazy?,2018,Not Rated,80,"Documentary",7.4,"Follows on a con-woman who targets a wealthy couple as her next victims, but she ends up discovering that the wife's life is far more complicated than she could have imagined.","[Enrique García Meza,Ángela Buitrago,Don Bernardo Campos,Caseta,Coyuco]",211
Craigslist Joe,2022,Not Rated,76,"Documentary",6.1,"Anna is a 16-year old in a village where women are accused of witchcraft. It's based on the witch hunts on Åland, Finland in the 1600s.","[Eric Brinkmann,Isabelle Adjani,Askeroth,Peri Baumeister,Mark Benecke]",33
House of Ninjas,2019,Not Rated,60,"Comedy, Drama",7.5,"Tony, who is engaged to Rosalia, falls in love with the spectacular Valeria and problems ensue.","[Jin Goo,Eun-Su Seo,Bak Yoon,Jeong-an Chae]",102
Dance Dreams: Hot Chocolate Nutcracker,2020,Not Rated,82,"Drama",6.8,"Shuji (Kamenashi Kazuya) is one of the most popular guys in school. He tries to avoid Akira (Tomohisa Yamashita), because of his constant annoyance. But Kame isn't just like that. At home, ... See full summary »","[Muzzamer Rahman,Amerul Affendi,Mei Fen Lim,Bront Palarae,Roslan Madun]",125
"The Other One: The Long, Strange Trip of Bob Weir",2020,TV-MA,44,"Comedy",5.5,"Jeff looks back on simpler times as he talks aging, texting and sex education, then shares one wild story from the Blue Collar Comedy Tour.","[Tyler Spindel,Elle King,Rob Schneider]",798
How to Eliminate My Teacher,2018,Not Rated,90,"Documentary",7.3,"Ricky, Julian and Bubbles bring their trailer park humor out onto the stage for a night of bravado, schemes and an intoxicated acting demo.","[Toyin Ibrahim Adekeye,Gary Shaw,Iyanifa Ajisebo Abimbola,Wande Abimbola,Olori Adaramola]",38
Johan Falk: Lockdown,2020,Not Rated,72,"Animation, Adventure, Comedy",6.2,"The atomic bomb and meltdowns like Fukushima have made nuclear power synonymous with global disaster. But what if we've got nuclear power wrong?","[Blair Simmons,Teresa Gallagher,Simon Greenall,Michael Murphy,Paul Panting]",191
Far from Here,2021,TV-14,180,"Documentary, Crime",6.3,"From Jerry Seinfeld to Leslie Jones, Kevin Hart to Hannah Gadsby, laugh along with the funniest bits from Netflix's 2020 stand-up comedy specials. Unnecessary milk substitutes. Bad ... See full summary »","[Nadine Pirotton,Bernard Sohet,Bernard Wesphael,Luc Gochel]",761
Curtiz,2017-2018,TV-Y7,24,"Animation, Short, Action",7.5,"With the nickname Peggy, a new recruit is mentored by Dog-Head, while undergoing on-job training while tracking down a gang of well organized armed heist robbers. The police use the surveillance cameras trying to track their identities.","[Andrew Francis,Ashleigh Ball,Richard Ian Cox,Matt Hill]",98
Sab Jholmaal Hai,2020,TV-14,117,"Comedy, Drama, Romance",6.9,"The well known folklore characters, Akbar and Birbal have been extremely popular with the kids for their combined wit and wisdom. The show is a fresh, comic take on the relation between ... See full summary »","[Fajar Bustomi,Angga Yunanda,Adhisty Zara,Dannia Salsabila,Abun Sungkar]",743
The Spooky Tale of Captain Underpants Hack-a-Ween,2019,TV-MA,115,"Action, Comedy",6.4,"In 2019 comedy great Dave Chappelle received the 22nd Annual Mark Twain Prize for American Humor. The event was held in a ceremony at the Kennedy Center in Washington, DC. Toasting Chappelle were a who's who of the entertainment industry.","[Moses Inwang,Damilola Adegbite,Alex Asogwa,Regina Daniels,Iretiola Doyle]",71
First Team: Juventus,2018,TV-MA,137,"Drama, Music, Romance",5.8,"A beautiful road movie, and a chance to talk about love for Mexico through the eyes of an American.","[Tosin Coker,Ademola Adedoyin,Kemi Lala Akindoju,Chioma Chukwuka Akpotha,Saidi Balogun]",150
Anna K,2019,Not Rated,86,"Comedy",4.8,"A group of ruthless masked terrorists kidnap the Prime Ministers daughter, fortifying themselves in an underground car park rigged with explosives. A crack SAS team are sent in and must take the building one level at a time.","[Kepa Sojo,Jon Plazaola,Maggie Civantos,Ingrid García Jonsson,Secun de la Rosa]",1279
One Day More,2019,TV-MA,60,"Comedy",5.4,"Larry, Bob and all their Veggie friends share their city adventures.","[Amy Schumer,Amy Schumer]",3941
Sunrise,2016,Not Rated,30,"Reality-TV",6.2,"The protective fence surrounding a wildlife sanctuary has mysteriously suffered a breach. Bear is called in to help rescue a mischievous baboon, track down a hungry lion, and fix the fence before any more animals get out.","[Adrian Jarrett,Mike,Spooney,Jimbo]",6
Ehrengard,2019,TV-MA,64,"Documentary",4.6,"Ivan Semciuc (a journalist), is a charismatic man nonetheless guilty of cynicism and lack of compassion. A seemingly meaningless sexual encounter with a translator in a hotel room in Kabul ... See full summary »","[Alex Stapleton,Chelsea Handler,Melina Abdullah,Jody David Armour,W. Kamau Bell]",2002
The Cipher,2016,Not Rated,112,"Thriller",3.1,"Before finalizing their divorce on Christmas Day, Regina returns to the Chesterton Hotel where Franklin and she were originally married, only to meet an eccentric millionaire whose ... See full summary »","[Ishaan Trivedi,Johnny Baweja,Reeth Mazumder-Roberts,Manav Kaul,Puru Chibber]",159
Tikli and Laxmi Bomb,2004,Not Rated,106,"Horror, Mystery",5,"There comes a time when the stories told by your parents cannot put you to sleep anymore.","[Saurab Narang,Vicky Ahuja,J.D. Chakravarthi,Ahsaas Channa,Peeya Rai Chowdhary]",695
Chip and Potato: Chip's Holiday,2000,Not Rated,88,"Adventure, Comedy, Romance",4.8,"America is facing a food crisis driven by profitability and a lack of consumer education. While the window to transforming our heartland continues to shrink, passionate individuals have ... See full summary »","[Philippe de Broca,Jean-Paul Belmondo,Arielle Dombasle,Patrick Bouchitey,Thylda Barès]",487
Sherina's Adventure,2016,Not Rated,87,"Comedy",7.4,"With his signature one-liners and drawings, Demetri Martin muses on doughnut holes, dogs, sports bars, the alphabet's most aggressive letters and more.","[Manny Rodriguez,Gabriel Iglesias]",2591
Senzo: Murder of a Soccer Star,2017,Not Rated,24,"Crime, Drama",7.1,"Animated series based on Roald Dahl's classic tale of a boy trying to win a magical ticket to visit his favorite candy factory.","[Brian Thomas Burrell,Bianca Stam,Justin Cheung,Anita Chui]",171
A Liberal Passion,2021,TV-14,98,"Documentary, Biography, Sport",6.8,"Ms. Pat first Netflix stand-up comedy special shot at the Atlanta Comedy Theater.","[Florent Bodin,Tony Parker]",1436
The Ballad of Hugo Sánchez,2015,Not Rated,97,"Drama",4.3,"In a time when America's economy was crumbling and sense of community was in question, one guy left everything behind to see if he could survive solely on the support and goodwill of the 21st century's new town square: Craigslist.","[Shawn Baker,Datari Turner,Sessilee Lopez,Tyson Beckford,Tatyana Ali]",103
Evicted,2018,Not Rated,70,"Drama, Romance",6.7,"It follows the last ninja family that abandoned its roots after an incident took place.","[Kang-woo Kim,Kim You-Jin,Sang-Hoon Jung,Min-sik Kim]",229
Ivana the Terrible,2022,Not Rated,85,"Action, Comedy",3.4,"In war-torn Spain, during the tumultuous 1937, a Republican young officer will hopelessly fall for the charms of a deceitful femme-fatale who will not hesitate to use him in her best interest.","[Barbara Gräftner,Robert Finster,Marie-Christine Friedrich,Daniela Golpashin,Peter Pertusini]",22
Puss in Book: Trapped in an Epic Tale,2016,TV-MA,86,"Comedy",7.7,"Behind-the-scenes at the Debbie Allen Dance Academy and their award-winning version of The Nutcracker, which blends a variety of dance traditions.","[Ryan Polito,Jim Jefferies]",5501
I Am a Stalker,2020,TV-14,94,"Documentary, Biography, Sport",7.1,"A documentary that explores Bob Weirs life, through the Grateful Dead, Ratdog, and his childhood.","[Matías Gueilburt,Boris Becker,Björn Borg,Marian Ciulpan,Roger Federer]",667
Krummerne - Så er det jul igen,2007,TV-14,88,"Crime, Horror, Mystery",3.5,"Apache Chief Winnetou and scout Old Surehand team-up to assist a wagon-train of settlers who are threatened by the machinations of an unscrupulous crook known as the Oil Prince.","[Sukhum Mathawanit,Kett Tharntup,Savika Chaiyadej,Sura Theerakon,Chaleumpol Tikumpornteerawong]",383
Jack Whitehall: I'm Only Joking,2022,TV-PG,87,"Documentary",7,"Teichi Gakuen is an advanced school in Tokyo with a high rate of students going on to the University of Tokyo. The 3rd year D group of students has an excellent academic record. However ... See full summary »","[Tadashi Aizawa,Tôma Ikuta,Matsuya Onoe]",69
Sen Benim HerSeyimsin,2020,R,99,"Documentary, War",7.3,"The movie Lockdown is a part of the Johan Falk series that takes place under a lockdown of the police station. A snitch is compromised. Drastic and unexpected events take place. Both inside and outside the police station.","[Leslye Davis,Catrin Einhorn,Brian Eisch,Isaac Eisch,Joey Eisch,Roxanne Gregory]",967
"¡Ay, mi madre!",2017,Not Rated,75,"Crime, Drama",6.3,"Truck mechanic, husband and father of two, Eddie Hall wants to be the World's Strongest Man. This feature documentary vividly illustrates the sacrifices that this extremely driven man must ... See full summary »","[Amman Abbasi,Devin Blackmon,Dontrell Bright,Lachion Buckingham,Kordell Johnson]",533
Exatlon Turkey (2020),2010,R,90,"Action, Crime, Thriller",3.5,"A young couple struggles to keep their marriage afloat in a foreign country.","[Tammi Sutton,Barbara Nedeljakova,Edward Hogg,Andrew Howard,Gwilym Lee]",566
Bad Crimes,2021,Not Rated,14,"Documentary, Short",6.9,"Welcome to Ireland, where Ventriloquist Jeff Dunham is back with his gang of dolls, revealing some relative secrets. The Netflix special stars Walter (Jeff Dunham), Bubba J (Jeff Dunham), ... See full summary »","[Gabriele Binder,Thomas Brodie-Sangster,Bill Camp,Scott Frank]",627
Til Death Do Us Part,2019,Not Rated,92,"Drama",5.2,"As America prepares to enter WW2, Hungarian film director Michael Curtiz grapples with political intervention and a dysfunctional relationship with his estranged daughter amid the troubled production of Casablanca in 1942.","[Megha Ramaswamy,Yashaswini Dayama,Karanvir Malhotra,Abhay Deol,Priyanka Bose]",844
Captain Fall,2010,Not Rated,104,"Comedy",7,"When Melvin tries to cancel Halloween, clever best friends Harold and George create their own spooky holiday -- and it's a huge success.","[Hakan Algül,Demet Akbag,Ata Demirer,Özge Borak,Bican Günalan]",20584
The Guard Post,2016,Not Rated,83,"Documentary, Crime, Mystery",6.9,"Follow renowned soccer club Juventus on and off the pitch as they attempt to win a seventh straight Italian title and achieve Champions League glory.","[Ram Devineni,Tushar Prakash]",191
The Wedding Party,2016,Not Rated,101,"Comedy, Thriller",5.9,"A trip to the depths of Argentina. Roasting is a meal and a ritual. It is primitive and contemporary, wild and refined, an art and a science. The asado with greater originality the essential features of national identity.","[Raditya Dika,Raditya Dika,Soleh Solihun,Prilly Latuconsina,Gading Marten]",732
Johan Falk: De fredlösa,2021,Not Rated,58,"Documentary, Biography, Crime",4.3,"Who was General Tso, and why are we eating his chicken? This feature documentary explores the origins and ubiquity of Chinese-American food through the story of an iconic sweet and spicy chicken dish.","[Shakun Batra,Ma Anand Sheela,Shoma Chaudhury,Anurag Chauhan,Barkha Dutt]",1387
Smile at the Runway,2018,TV-MA,153,"Documentary, Music",8.5,"Anna Karenina is a socialite and wife of the soon-to-be governor of St. Petersburg, who enters a life-changing love affair with Vronsky, the dashing heir of an aluminum empire.","[Thom Zimny,Bruce Springsteen,Patti Scialfa]",2230
ReMastered: The Miami Showband Massacre,2016,R,110,"Drama, History",6,"Giaccomo is a forty-year-old who works at a company in Milan. To avoid working on weekends, he lies about having girlfriend whose character he creates based upon a girl he sees every morning.","[Saara Cantell,Tuulia Eloranta,Magnus Krepper,Elin Petersdottir,Claes Malmberg]",1322
Room 2806: The Accusation,1969,Not Rated,93,"Comedy, Musical",5.4,"Before sunrise, Joshi must catch the elusive figure that destroys the lives of children.","[Bruno Corbucci,Peppino De Filippo,Pippo Baudo,Little Tony,Dolores Palumbo]",44
Untitled Vince Vaughn/Netflix Project,2005,Not Rated,45,"Comedy, Drama",7.6,"FBI agent Nina Guerrera, who finds herself drawn into a serial killer's case after he strategically posts complex codes and riddles online. The codes correspond to recent murders, designed to lure her into a cat-and-mouse chase.","[Kazuya Kamenashi,Tomohisa Yamashita,Maki Horikita,Natsuna]",2247
Life Overtakes Me,2022,TV-14,60,"Documentary, Biography, Comedy",6.2,"Poong Sang took care of his 4 younger siblings and supported them financially because his parents did not support them. His younger siblings are first younger brother Jin Sang, first ... See full summary »","[Ryan Polito,Jeff Foxworthy]",444
The Unknown: Legend of Exorcist Zhong Kui,2013,Not Rated,77,"Documentary",6.9,"Falling coconuts are putting a damper on Chip and Potato's pugtastic vacation, with the help of a friendly tamarin and a new friend, they hatch a plan to get a puggy good sleep.","[Gus Holwerda,Ayaan Hirsi Ali,Woody Allen,Richard Dawkins,Daniel C. Dennett]",6645
